/Users/youshaoxiao/.virtualenvs/py3/bin/python /Users/youshaoxiao/PycharmProjects/cluster_and_cloud_2018/1_vm_scripts/2_vm_setup/test.py
Connecting to Nectar
Connecting to Nectar finshed
Image id: ami-000034db, image name: Local all working
Image id: ami-000034d8, image name: MPPACGL_image_3
Image id: ami-000034b1, image name: Biolinux
Image id: ami-000034a8, image name: LSurvey-Aug10-15
Image id: ami-00003490, image name: chem3006_2015
Image id: ami-00003484, image name: GVL-3.04.1
Image id: ami-00003481, image name: CVL Neuro Imaging VM (July 2015)
Image id: ami-0000347e, image name: nectar-ubuntu-14.04.18
Image id: ami-0000346f, image name: NeCTAR Ubuntu 14.04 (Trusty) amd64
Image id: ami-0000347b, image name:
Image id: ami-0000346c, image name: CentOS-Genomes-Nimrod
Image id: ami-00003469, image name: Fedora-Cloud-Base-20141203-21.x86_64
Image id: ami-0000345c, image name: Ubuntu-14.04.2 - i386
Image id: ami-00003475, image name: rsnap
Image id: ami-0000341c, image name: CoreOS-723.1.0
Image id: ami-0000342c, image name: ArefResearch-5th-July
Image id: ami-00003429, image name: ArefSnapshot-Initial-Snapshot
Image id: ami-000033bf, image name: CentOS 6.6 x86_64 generic official QCOW2
Image id: ami-000033bc, image name: ANU_Quokka2.2.4
Image id: ami-000033b9, image name: RDR_2.3
Image id: ami-000033aa, image name: Boot-Windows-On-Vdb
Image id: ami-000033a7, image name: CentOS6-CDH5BaseNode(JDK1.8+MySQL5.1)
Image id: ami-0000339b, image name: spark-batch
Image id: ami-00003398, image name: CentOS-Dev
Image id: ami-00003395, image name: ass3Worker
Image id: ami-000033a4, image name: jlh_snapshot_20150527
Image id: ami-00003389, image name: Galaxy-CloudMan-1432608772
Image id: ami-00003374, image name: workerfour
Image id: ami-00003371, image name: workernode
Image id: ami-00003368, image name: workertwo
Image id: ami-0000335c, image name: CSU Regional Archives Omeka V2.0 Snapshot 2
Image id: ami-00003341, image name: 4thLance
Image id: ami-0000334d, image name: Thylacine_biolinux
Image id: ami-000033d7, image name: 15-05-15 MRSA surgical instance snapshot
Image id: ami-00003356, image name: Omeka V2.0 CSU Regional Archives Snapshot
Image id: ami-00003320, image name: GVL-4.00-PeterMac
Image id: ami-0000332f, image name: COMP90015.685003.java
Image id: ami-0000331a, image name: CouchDB_Backup_May8_1146AM
Image id: ami-00003392, image name: NeCTAR Debian 8 (Jessie) amd64
Image id: ami-00003311, image name: WirelessServer
Image id: ami-000032ed, image name: CentOS-QBI-Nimrod-final
Image id: ami-000032ea, image name: QBI-Nimrod-CentOS-7
Image id: ami-0000338f, image name: NeCTAR Scientific Linux 6 x86_64
Image id: ami-0000338c, image name: NeCTAR Fedora 21 x86_64
Image id: ami-00003317, image name: NeCTAR CentOS 6 x86_64
Image id: ami-00003472, image name: NeCTAR Ubuntu 14.04 (Trusty) amd64
Image id: ami-000032d2, image name: HIE-Tutorial
Image id: ami-000032b4, image name: CoreOS 647.0.0
Image id: ami-000032ab, image name: CoreOS 633.1.0
Image id: ami-0000329f, image name: izwan-ogts-new
Image id: ami-0000329c, image name: CoreOS 633.1.0
Image id: ami-00003293, image name: ubuntu-12-with-couchdb
Image id: ami-00003290, image name: tweetharv5t
Image id: ami-00003266, image name: DB+Juju
Image id: ami-0000326c, image name: biodalliance-snap
Image id: ami-00003263, image name: BTP-21042015
Image id: ami-0000325a, image name: First_Wroking_Ubuntu_Message_Distribution_Service_SnapShot
Image id: ami-00003242, image name: izwan-rtk-ogts-image
Image id: ami-0000323c, image name: Launchpod Matlab
Image id: ami-00003239, image name: Worker1
Image id: ami-0000325d, image name: twitterstream_hdfs
Image id: ami-00003287, image name: QIIME_backup_15_04_13
Image id: ami-00003236, image name: cm-miim
Image id: ami-00003419, image name: reporting-20150410-164947
Image id: ami-0000322d, image name: cm-miim-latest
Image id: ami-00003221, image name: RTDriver
Image id: ami-0000332c, image name: newmaster
Image id: ami-0000320c, image name: aodaac-dev20150331
Image id: ami-00003257, image name: dfbf798e1c65e74bbbabdbf57209553e
Image id: ami-00003206, image name: Ubuntu 14.04.2
Image id: ami-000031fd, image name: Galaxy/GVL-ALD Cloudman
Image id: ami-000031f7, image name: KNP_20150324
Image id: ami-000031f1, image name: Worker
Image id: ami-000031ee, image name: twtcrunch-full-stack1
Image id: ami-0000321b, image name: ianm-trusty-base
Image id: ami-000031d6, image name: twwwwt
Image id: ami-000033b6, image name: CentOS 6.6 x86_64 Generic Official QCOW2
Image id: ami-000032c0, image name: NeCTAR Ubuntu 14.04 (Trusty) amd64
Image id: ami-000032bd, image name: NeCTAR Ubuntu 14.10 (Utopic) amd64
Image id: ami-00003553, image name: SP_NGS_Final
Image id: ami-000032ba, image name: NeCTAR OpenSuSE 13.2 x86_64
Image id: ami-000032b7, image name: NeCTAR Debian 7 (Wheezy) amd64
Image id: ami-000031a6, image name: ace_ecostats_2015-02-26
Image id: ami-00003191, image name: coesra_admin_24022014
Image id: ami-00003215, image name: mpimaster
Image id: ami-00003167, image name: binh
Image id: ami-00003161, image name: cm-docker
Image id: ami-00003517, image name: Ready for upload
Image id: ami-00003155, image name: PopGen_Workshop1_2015
Image id: ami-00003188, image name: coesra_vm_pre_module_download_v3
Image id: ami-00003143, image name: GPlatesSever20150205
Image id: ami-00003152, image name: MelbAnimationGroup_testsnapshot
Image id: ami-00003122, image name: Canute300115_snap
Image id: ami-00003119, image name: FreeBSD 10.0
Image id: ami-00003113, image name: C-Pipe
Image id: ami-00003116, image name: jcub_cue
Image id: ami-000030ec, image name: CentOS_Snapshot_120115
Image id: ami-000030ce, image name: galaxy-docker
Image id: ami-000030c8, image name: ubuntu-utopic-zfs-20150107-121003
Image id: ami-00003233, image name: ogts-server
Image id: ami-000030b9, image name: Centos 7 Cloud
Image id: ami-000030b6, image name: GVL-cpipe
Image id: ami-00003098, image name: backup - login confirmation emails not working
Image id: ami-0000308c, image name: snapworker1beforeaskingforallocation
Image id: ami-00003087, image name: Snappy Ubuntu Core
Image id: ami-00003089, image name: drupal_snapshot
Image id: ami-00003078, image name: ANDS-MetadataRegistry-v14-Test-RC1
Image id: ami-00003063, image name: ubuntu-14.10-server-cloudimg-amd64
Image id: ami-00003057, image name: MatlabUEImage
Image id: ami-0000304e, image name: LBM 0.7
Image id: ami-0000303f, image name: Eman2-Ubuntu
Image id: ami-00002ffa, image name: GVL-3.04
Image id: ami-00002fc7, image name: devstack-cleanstate-justin
Image id: ami-00002fd3, image name: rtgrnaiviz
Image id: ami-00002fb5, image name: Bio-Linux8
Image id: ami-00002fa3, image name: CentOS 6.5 tigerVNC and desktop
Image id: ami-00002f88, image name: workways0.17
Image id: ami-00002f64, image name: snap_base_10102014
Image id: ami-00002f55, image name: ANDS-MetadataRegistry-v13.3-Test-RC1
Image id: ami-00002f4c, image name: GVL-3.03.3
Image id: ami-00002f46, image name: CoreOS
Image id: ami-0000300c, image name: owncloudinabox
Image id: ami-00002f25, image name: NeCTAR Fedora 19 x86_64
Image id: ami-00002f1f, image name: NeCTAR CentOS 5.11 x86_64
Image id: ami-000022d4, image name: NeCTAR CentOS 6.5 x86_64
Image id: ami-000022d1, image name: NeCTAR Scientific Linux 6.5 x86_64
Image id: ami-000022ce, image name: NeCTAR Fedora 20 x86_64
Image id: ami-000022cb, image name: NeCTAR openSUSE 13.1 x86_64
Image id: ami-000022c8, image name: NeCTAR Debian 7 (Wheezy) amd64
Image id: ami-000022c5, image name: NeCTAR Ubuntu 12.04 (Precise) amd64
Image id: ami-000022b3, image name: NeCTAR Ubuntu 14.04 (Trusty) amd64
Image id: ami-000022b0, image name: NeCTAR CentOS 7 x86_64
Image id: ami-000022ad, image name: NimrodGenomicsVM
Image id: ami-000022a7, image name: NeCTAR Ubuntu 12.04 (Precise) amd64 (Old)
Image id: ami-000022a4, image name: NeCTAR Debian 7 (Wheezy) amd64 (Old)
Image id: ami-00002297, image name: CentOS 7 OS qcow
Image id: ami-00002d33, image name: CI_Server_Base
Image id: ami-00002270, image name: GVL-3.03.1
Image id: ami-00002237, image name: F20-x86_64-cfntools
Image id: ami-000021ac, image name: mediaconv-backup_2014-08-11
Image id: ami-000021a9, image name: Ubuntu 12.04.4 (Precise) amd64
Image id: ami-0000217c, image name: scm-portal
Image id: ami-00002173, image name: nimrod-qbi4
Image id: ami-00002170, image name: GVL-3.00
Image id: ami-0000216a, image name: NGSTrainingV1.4
Image id: ami-00002134, image name: NeCTAR Debian 7 (Wheezy) (Old)amd64
Image id: ami-0000212e, image name: NeCTAR Ubuntu 14.04 (Trusty) (Old) amd64
Image id: ami-000020ef, image name: NeCTAR CentOS 6.5 x86_64 (Old)
Image id: ami-000020f8, image name: NeCTAR Fedora 20 x86_64 (Old)
Image id: ami-000020d1, image name: Workways_nodejs_server
Image id: ami-000020cb, image name: pylab
Image id: ami-000020c2, image name: scb-swin-aar-260614
Image id: ami-000020a4, image name: VHIRL-ANUGA-20140620-1
Image id: ami-00002086, image name: ubuntu-14.04-server-cloudimg-amd64+zfs-gist.github.com/craigpatten/9948182/c44e99dd00d864057d02e1e6b9fa3a39c8733c1e
Image id: ami-00002047, image name: NeCTAR Ubuntu 12.04.4 (Precise) amd64 (Old)
Image id: ami-00002056, image name: Kiegeland NOL Snapshot
Image id: ami-00001f84, image name: MIRA-CABOG
Image id: ami-00001f66, image name: GVL-2.19
Image id: ami-000025d4, image name: Qiime_cath_7_5_14
Image id: ami-00001f57, image name: RSHINY_RCPP_FULL
Image id: ami-00001f54, image name: CAVE GPU VirtualGL Xfce
Image id: ami-00001f48, image name: workways0.12
Image id: ami-00001f24, image name: ubuntu-14.04-server-cloudimg-amd64
Image id: ami-00001fc9, image name: workways_portal_0.2
Image id: ami-00001ef1, image name: ubiMat
Image id: ami-00001edc, image name: Ubuntu 14.04 Cloud Image
Image id: ami-00001eb2, image name: nimrod-qbi
Image id: ami-00001eaf, image name: NeCTAR CentOS 5.10 x86_64 (Old)
Image id: ami-00001eac, image name: NeCTAR Fedora 19 x86_64 (Old)
Image id: ami-00001e8e, image name: connect_matlab2
Image id: ami-00001e88, image name: connect_matlab
Image id: ami-00001e7f, image name: snap_base
Image id: ami-00001e85, image name: nimrod-TERN
Image id: ami-00001e79, image name: GVL-2.15
Image id: ami-00001e55, image name: ubuntu-13.10-cfntools
Image id: ami-00001e4f, image name: ubuntu-12.10-cfntools
Image id: ami-00001e46, image name: ubuntu-12.04-cfntools
Image id: ami-00001de6, image name: cvl_compute
Image id: ami-000023c4, image name: seaports-pacific-sql-20140313
Image id: ami-00001dc2, image name: VGL-AEM-20140221-1
Image id: ami-00001c51, image name: RStudio+Shiny Server
Image id: ami-00001c24, image name: RServer3.02
Image id: ami-00001c1b, image name: NeCTAR CentOS 6.5 x86_64 - with rsync
Image id: ami-00001c21, image name: ozflux_server_initial
Image id: ami-00001bc4, image name: griffith.demo1
Image id: ami-00001a77, image name: nimrod-root
Image id: ami-00001a62, image name: NeCTAR Debian 6 x86_64 (Squeeze)
Image id: ami-00001a59, image name: snap_base_old
Image id: ami-00001876, image name: CVL Neuro Imaging VM
Image id: ami-00001870, image name: nimrod-david
Image id: ami-0000182e, image name: openSUSE 13.1
Image id: ami-0000181c, image name: BIS-2013
Image id: ami-0000133f, image name: NXServer
Image id: ami-0000133c, image name: ANDS-MetadataRegistry-v11
Image id: ami-00001321, image name: NexentaStor3.1.5
Image id: ami-0000130c, image name: NimrodBarrinesSSSD_1
Image id: ami-00001303, image name: GVL-2.09
Image id: ami-00001300, image name: TileMill
Image id: ami-000012e2, image name: ersa_public_cvmfs_hpchome_Nov13
Image id: ami-000012b8, image name: bccvl_clean
Image id: ami-00001654, image name: 12.04LTS_FreeNX
Image id: ami-00001615, image name: kr_nmrprac1
Image id: ami-00001258, image name: head fresh on 24-10-2013
Image id: ami-00001255, image name: node fresh 24-10-2013
Image id: ami-00001561, image name: Ubuntu Instance
Image id: ami-00001063, image name: R@CMon Ubuntu 12.04.3 (Precise) amd64 UEC
Image id: ami-0000103f, image name: AS-1 23/09/2013
Image id: ami-000010c6, image name: instance-snapshot
Image id: ami-00000fe4, image name: GVL-2.05
Image id: ami-000013d8, image name: IMOS-SOS ServerSeptember2013ProductionV4
Image id: ami-00000822, image name: Easy_GUI_Project_UniofBallart
Image id: ami-00000804, image name: ckan20-for-auscope
Image id: ami-000007a7, image name: tunnelator-xfer
Image id: ami-00000798, image name: CoEPP dynamic Torque SL6
Image id: ami-000007aa, image name: Adelta-islandora
Image id: ami-00000675, image name: labtrove1
Image id: ami-00000616, image name: SecureRStudioV3
Image id: ami-0000068a, image name: Nimrod_Webservice_LocalResources
Image id: ami-00000565, image name: AODNRStudio
Image id: ami-00000541, image name: CoEPP Scientific Linux 6x
Image id: ami-00000516, image name: Debian 7.0 Wheezy netinstall
Image id: ami-000004d3, image name: CAELinux 2011-2
Image id: ami-000004b3, image name: NeCTAR Ubuntu 12.10 (Quantal) amd64 UEC (Old)
Image id: ami-0000040b, image name: 2013_snap_bevan
Image id: ami-000003b6, image name: CAELinux 2011
Image id: ami-000003a9, image name: Secure-Rstudio
Image id: ami-00000229, image name: MyTardis 3.0 nadojo
Image id: ami-00000218, image name: ReDBox Cloud 1.5.2.2
Image id: ami-000001ea, image name: Ubuntu Lucid i386
Image id: ami-00000245, image name: DjangoServ2012-11-12
Image id: ami-000001c4, image name: NXServer_old
Image id: ami-0000018b, image name: NeCTAR Fedora 17 x86_64 (Old)
Image id: ami-0000012e, image name: Ubuntu 12.04 LTS Gnome FreeNX
Image id: ami-0000010f, image name: Fedora 16 - Updated
Image id: ami-0000010c, image name: Fedora 16 (Verne) x86_64
Image id: ami-00000107, image name: RedboxMint Ubuntu12
Image id: ami-000000ec, image name: HadoopSingle_Ub12_ws
Image id: ami-000000ea, image name: HadoopSingle_Ubunt12
Image id: ami-00000066, image name: ubuntu12.04 disktest
Image id: ami-00000062, image name: ricedb_mig
Image id: ami-0000003b, image name: NeCTAR-MyTardis 3.0 nadojo
Image id: ami-00000035, image name: Ubuntu 12.04 ReDBox 1.5
Image id: aki-00000036, image name: rbucket/vmlinuz-3.2.0-24-generic.manifest.xml
Image id: ami-00000032, image name: CloudMan & CBL 12.04
Image id: ami-00000369, image name: Plone-4.2-SpacesDemo

Process finished with exit code 0
